file,line,path,parent,code,status,patch,notes
public/lib/classes/update/code_manager.php,61,@,,$CFG->dirroot,no-change,,"constructor default for the 'app directory root'; stored on a protected property that is never read in the class; pattern-6 dirroot-as-a-value, no path operation; left unchanged"
public/lib/deprecatedlib.php,61,@,strlen,$CFG->dirroot,patched,lib-deprecatedlib.patch,
public/lib/javascript.php,64,@,,$CFG->dirroot,no-change,,"$CFG->dirroot === '/' degenerate shared-hosting (served-from-root) check next to the security gate; document-root property, no helper applies; left unchanged"
public/lib/javascript.php,68,@/,strpos,$CFG->dirroot . DIRECTORY_SEPARATOR,patched,lib-javascript.patch,
public/lib/jssourcemap.php,58,@,str_replace,$CFG->dirroot,patched,lib-jssourcemap.patch,
public/lib/moodlelib.php,5895,@/,str_replace,$CFG->dirroot . '/',patched,lib-moodlelib.patch,
public/lib/moodlelib.php,5986,@,,$CFG->dirroot,no-change,,"bare dirroot as an allowed base dir in the email-attachment allowlist (alongside dataroot/cachedir/tempdir/etc.); no path operation, left unchanged. Recorded as MAJOR splitting issue (relocated-component files silently rejected)."
public/lib/pdflib.php,135,@/,define,$CFG->dirroot . '/',no-change,,TCPDF K_PATH_IMAGES config constant (pattern-6 dirroot-as-a-value); left unchanged. Recorded as MAJOR splitting issue (component images unresolvable in generated PDFs).
public/lib/portfoliolib.php,1286,@,preg_quote,$CFG->dirroot,patched,lib-portfoliolib.patch,
public/lib/requirejs.php,166,@,str_replace,$CFG->dirroot,patched,lib-requirejs.patch,removed a dead $shortfilename assignment (str_replace result never read) — deletes the bare dirroot and the cruft
public/lib/setuplib.php,239,@,,$CFG->dirroot,patched,lib-setuplib.patch,
public/lib/setuplib.php,777,@,realpath,$CFG->dirroot,no-change,,"initialise_fullme_cli() computes $SCRIPT itself via realpath($CFG->dirroot) + a dirname()/$root fallback for 5.1 admin CLI scripts above dirroot; foundational mono-path-defining bootstrap code, uses realpath and the parent-root case the helpers don't model; left unchanged (same shape as router.php guess_basepath)"
public/lib/tests/admintree_test.php,171,@,output_html,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/tests/behat/behat_hooks.php,270,@/,realpath,__DIR__.'/../../../',deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/tests/behat/behat_transformations.php,221,@,str_replace,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/tests/component_test.php,80,@/,assertStringStartsWith,$CFG->dirroot . '/',excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,81,@,strlen,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,185,@/,assertStringStartsWith,"""$CFG->dirroot/""",excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,189,@,strlen,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,745,@,str_replace,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,843,@,str_replace,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,975,@,,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,1428,@,,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,1467,@,,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,1514,@,,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/component_test.php,1982,@,str_contains,$CFG->dirroot,excluded,,Implementation/tests of core\component itself - the class being replaced. Leave alone completely for now (see docs/dirroot-wrangling-strategy.md)
public/lib/tests/moodlelib_test.php,3517,@,,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/tests/other/todochecker.php,50,@,recurseFolders,$CFG->dirroot,deferred,,"Developer TODO-scanner that walks the whole source tree; after the split, starting from dirroot only covers public/, and the whole-codebase enumeration needs reworking rather than a per-row helper swap. Deferred."
public/lib/tests/other/todochecker.php,116,@/,str_replace,$CFG->dirroot . '/',deferred,,"Developer TODO-scanner that walks the whole source tree; after the split, starting from dirroot only covers public/, and the whole-codebase enumeration needs reworking rather than a per-row helper swap. Deferred."
public/lib/tests/output/icon_system_fontawesome_test.php,40,@,,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/tests/output/mustache_template_finder_test.php,155,@,,$CFG->dirroot,deferred,,Test layer: encodes tests-run-in-mono-checkout; deferred as own category (2026-06-12)
public/lib/upgradelib.php,153,@,str_replace,$CFG->dirroot,patched,lib-upgradelib.patch,"Misplaced-plugin exception message; str_replace(dirroot, '$CFG->dirroot', ...) display scrub replaced with '$CFG->dirroot' . to_mono_path(..., leadingslash: true) (behaviour-identical in the monolith). Post-split it reports the original dirroot-relative location, not the file's real path. Recorded in splitting-potential-issues.md."
public/lib/upgradelib.php,156,@,str_replace,$CFG->dirroot,patched,lib-upgradelib.patch,"Misplaced-plugin exception message; str_replace(dirroot, '$CFG->dirroot', ...) display scrub replaced with '$CFG->dirroot' . to_mono_path(..., leadingslash: true) (behaviour-identical in the monolith). Post-split it reports the original dirroot-relative location, not the file's real path. Recorded in splitting-potential-issues.md."
public/lib/weblib.php,2238,@/,str_replace,$CFG->dirroot . '/',patched,lib-weblib.patch,"X-Redirect-By debug header; strips the dirroot prefix from the backtrace file. Patched to to_mono_path (no fallback), matching the moodlelib X-header — both come from the backtrace so the file is always inside the codebase."
public/lib/xmldb/xmldb_structure.php,246,@,realpath,$CFG->dirroot,patched,lib-xmldb-xmldb_structure.patch,"Whole-file patch. Error-message relative path: dirroot strip -> to_mono_path($filepath, leadingslash: false) (kept inside dirname()); cuts by length so a realpath'd backslash path on Windows is handled. Patch also carries the already-done expected-location line (from_mono_path), which had no backing patch before."
public/mnet/xmlrpc/serverlib.php,614,@,strlen,$CFG->dirroot,patched,mnet-xmlrpc-serverlib.patch,Strips dirroot off a plugin's directory to get its short path -> to_mono_path(leadingslash: false). Original 'hacky/fragile' comment kept.
public/mod/forum/classes/subscriber_selector_base.php,80,@/,strlen,$CFG->dirroot.'/',patched,mod-forum-classes-subscriber_selector_base.patch,"Records __FILE__'s short path into saved search options -> to_mono_path(__FILE__, leadingslash: false); dropped now-unused global $CFG."
public/mod/h5pactivity/tests/generator/lib.php,58,@,strpos,$CFG->dirroot,patched,mod-h5pactivity-tests-generator-lib.patch,"strpos($path, dirroot) !== 0 (already-absolute? guard) -> !is_inside_codebase($path, '') (bare-prefix form)."
public/mod/scorm/tests/generator/lib.php,82,@,strpos,$CFG->dirroot,patched,mod-scorm-tests-generator-lib.patch,"strpos($path, dirroot) !== 0 (already-absolute? guard) -> !is_inside_codebase($path, '') (bare-prefix form)."
public/search/engine/solr/classes/check/connection.php,121,@,str_replace,$CFG->dirroot,todo,,
public/theme/yui_combo.php,309,@,preg_quote,$CFG->dirroot,patched,theme-yui_combo.patch,"Display only: builds the ""Combo resource ... not found"" comment in the served JS/CSS, stripping dirroot off $contentfile and prefixing the literal '$CFG->dirroot' so the message reads as a mono path. Same swap as enrol_flatfile and plugin_misplaced_exception. $contentfile can come from get_component_directory(), so once that component moves outside dirroot the printed path is a mono path that no longer exists - accepted, see splitting-potential-issues.md."
